text,label
yes i'm the one who is ashish. are you also on ukmix?,0
This is not a suitable candidate for CSD as it asserts notability. May I suggest you consider a <url>?,1
"I use Linux for all practical purposes too, but I have Windows on my laptop because the wireless card does not work with Linux. Are you in Moldova or abroad?",0
Crossover with ''30 Days of Night''?! wow....link?,-1
You removed posts by me as well.  Do you have any explanation?,-1
"Actually, I was referring to all of the redlinks within the article. Is that not the correct Template to use in that case?",0
Sorry for the TLDR syndrome. Can you make a `dpm($variables);`  (using [devel](http://drupal.org/project/devel)) just after line 229 to inspect the content of $variables ?,0
"I remember having a similar problem. However, the link to the full code seems broken, could you update it?",1
what do you mean? how do I resolve this?,0
Are A and P allowed to be reals? or Must they be Integers?,1
"Is this for a one-time transaction, or something you want to be convenient for repeated use?  If you use a password-based scheme, how do you plan to get the password to them?",1
I'm interested in why you reduced the columns from 5 to 2? Could you reply on my talk page please?,1
"That's a <url>-length rant. Still, be nice and AGF, okay?",-1
"Yes, I'd say split it. But, where's the controversial opinion?",0
When we have a GLAM barnstar then you get it ..... just for the Hindi article! I cannot explain why you needed to create a Derby page in Hindi - surely it should be there already?,-1
"Hmmm, you are basically asking me to think positively despite evidence and knowing that over this issue none good faith on part of some users was showed in past, but ok, letxb4s see how it goes. The question then is: do you consider including the discussions with outside mediation participants that happend on those talk-pages (direktor, for exemple, has been very active and enthusiastic there lately) or only the in-mediation discussions are the ones that count?",-1
Where-how the reports will be viewed? Do you especially need them in PDF form?,0
"Your edit makes parsenome's answer seem redundant. A bit unfair, no?",-1
"He's doing it again, removing Lauren's ""bottom 2"" placing (<url>).  I just reverted him but maybe we need to file something at AN/I ?",-1
"""I've found these packages being imported by the model:"" The model? To what do you refer?",-1
"I'm not clear about this, if you're asking for a cryptographically secure random number generator - even with certain additional constraints - then that's easy, just tell us which platform/language you're on. If you're asking for something else - then it's not clear, and why would you ask on ITsec?",1
What about points on one of the edges?  Are the edges exclusive or inclusive?,0
"With highlighting, you mean selecting it or do you want to wrap it in e.g. a `span` tag?",1
please clarify the scenario please. What exactly is the purpose of finding out?,1
Mmm its a little difficult to see on the new one. How about the one on the right?,0
"I'm getting a ""Metronome: q = 120"", but I've been in touch with them and they say they're in the process of fixing it. it IS 120, but should it be left out until there's no difference?",0
"What swaps would be required to get your original list to its reordered state?  Is that number of swaps proportional to the 100 swaps out of ""several hundred to a thousand"" original lines of data?",1
That's not how Shoulda worked when I tried it out. Care to show us some code?,-1
If the deleted image only has a single character then no need to restore. Would you be against adding an image illustrating the 4 protagonist dinosaurs?,1
I don't understand.  That call stack is all about the Debug Help Library; is this only happening when it is being debugged?,1
"A redirect works exactly the same way regardless of whether there's a space between ""#REDIRECT"" and the target article's name or not. Why bother removing spaces from the redirects if it doesn't change the functionality at all?",-1
"Quite unclear. Maybe `my_hash.each{|k, v| puts k}` ?",0
"How long is ""Wait for debugger.."" on the screen?  What processor is on your computer?",0
I am curious why you want to do it in *TeX. What is missing in the various other solutions that use an external language?,-1
what do you think? speedy or wiktionary?,0
"So, what do you think of it? Interesting guy, isn't he?",0
"@George, will this work in Fedora 15 under the new Gnome 3? Is it in the repositories?",1
"What do you mean by ""There's no Interlocked function available that will actually swap values.""? Why can't you use these functions?",-1
"sorry folks, i didn't know how to use the community wiki box.  can this be reopened as i've moved it over?",1
"Please explain science behind ""the darker the color of the metal of the muffin tin the more it will brown its contents"" in relation to being in a domestic oven?",1
What logic does the conversion follow? Divide by 100?,0
"I just thought that it is nice when you are looking for RQ that you can find an algorithm that will do RQ, not QR.  It's fine if we just make a section about RQ in the QR article, is that ok with you?",1
"I can understand wanting to use less than O(n) space, but O(n) time seems odd, since you need to do something about n characters individually.  Do you mean less than O(n) time once the stream is stopped?",0
"@Aleksandr I've made a minor correction to your rsync command, but I don't understand why you suggest `1 1` in fstab. Can you please explain this?",0
"What if I want to have another while loop within the main and split the record even further? I've noticed that then the first loop doesn't loop beyond just the first iteration, why?",0
"That is very odd indeed.  A fire needs an ignition source, and the only thing I know of that can actually ignite from microwaves is metal.  Was there a metal twist tie or something?",0
"I was checking out the article on the Unitarian Society in Fall River that you contributed to, and there's a lot that was wrong.  I want to reconcile what you know with what I know so we can get this article right... a little help here?",-1
Why is it an HTML file? Also can you please show the JSON?,1
"Perhaps you could elaborate a little bit more on your built order. Are you gathering enough resources, what else are you doing, are you scouting to see what the others are doing?",0
Too vague - explain what you expect the contents of the array to be afterwards - give a concrete example. Possibly also needs a homework tag ?,-1
"I suppose you managed to connect your RMI registry and look up your remote object, right? Can you provide stacktrace (on client / server)?",1
when it comes to unit testing I want to be able to renew the singleton object before every test. This is one of the arguments against singletons. Does this object really need to be a singleton in the first place?,0
I suppose I'm the third member. Aren't members of the same club supposed to treat each other with respect?,0
What type of error?  Validation server side or an exception thrown?,0
what about the link on the sidebar that points to this help? Is it disappeared?,0
"I started editing the article <url>, which was a real mess, and added some cited content under the math section.  However, there is all this content under the statistics section that is uncited, and wanted to know if someone would help me find sources for this information, or challenge and remove it?",0
"You may want to define efficient/clean. Do you mean simplest in terms of expression, or efficient in terms of processing speed, or most generic in terms of possible strings handled ... ?",1
"I'm disappointed that your first response here was to revert me without discussion, and to assert a consensus that was not apparent.  Before you choose to revert me again, can you ''please'' participate in the discussion at WT:RD?",-1
"I was thinking on it, but one question: I see several articles either deleted or promoted to FA after the oldid the sweeps uses. I'm assuming we simply ignore these?",0
@Asdfg: okay it's not a unit test then.  Integration testing?,0
"Since you are STILL not responding to me (or the talk page discussion) and reverting anyway, I have mad you a <url> template.  Post THAT on your page and leave the regular one alone, OK?",-1
I have the iPhone 4 but do not see API Keys at the bottom of the screen. Has this capability been removed ?,0
What FTP software are you use? What authentication methods?,1
In regard to your point - I've tried to find where does it shows that working in the company is not relevant to the deletion discussion. Where can I find it?,0
"""...nginx rather than wordpress."" Perhaps you mean ""nginx rather than Apache""?",1
"I've been called a British unionist, Devolutionist & Irish Nationalist, over the years. Not bad, eh?",0
"As his son (the mayor) was also an MP, this doesn't seem an ideal disambiguation, though I'm not sure what would be better here!  Perhaps we need to resort to using dates?",0
"From my sources it seems that the Duke of York didn't have any radar when completed, but during her numerous refits different radar sets were added. So shall I list all the radar added from her refits?",1
using Win32::API is not a goal in itself; you are trying to do *something* with the Win32::API. What is your ultimate goal?,0
"Any hints, ideas, clues. Why am I not able to install again to the real device ?",1
"Halfling may be another name for Hobbit, but the model for the Hobbit encouraged the creation of other Halflings. Nevertheless it is a Halfling, is it not?",0
"I hope I am now signed on and you remove the erroneous vandalism report. Don't you think it would be more politic to send a message with a question than to preemptorily declare an edit ""vandalism""?",-1
I've seen one on Nick.com ... I think. Or maybe Nick Arcade?,0
why was I down voted for this? Is it not a valid question?,0
"please provide a more detailed example, because I don't understand what you mean by concatenating objects. I know what it means for strings: `""a"" + ""b""` => `""ab""`, But what should the resulting Object (Person) look like?",1
"The section starting with '''a philosophical defeat, etc''' is somewhat informal in style.  Could you try to eliminate solecisms when you get a chance?",1
"Just make a Facebook account? I thought other sites would just offer it if they can, you can't really force them can you?",1
"Sorry, I've moved a number of articles and thought I did it correctly. How is moving done properly without losing the edit history?",1
Your comments have been extremely helpful. I'd like to put this FAC to bed soon; is there any chance that you might be able to finish off your review of the article this weekend?,1
"Or for example mention what stat package you are using ? (R, SAS, SPSS, etx ?)",0
"In <url>, I think I screwed up and I bit the newcomer in my first post (<url>). What do you think?",0
Are there (before reconnecting) mono and stereo options available under the BH-905 item in the MacBook's Bluetooth menulet? Or does it show only mono?,0
I'll take a look. Can you give me an example?,0
I think this is a clear case of <url> . What do you think?,0
I have no libGL.so(.1) in `/usr/lib` - only in `/usr/lib/mesa` and `/usr/lib/nvidia-current`. Can you please add the output of `update-alternatives --display gl_conf` and `ls -al /etc/alternatives/gl_conf` to your question?,1
UniversalIndentGUI is a front-end for many different formatting tools. Which one are you using?,0
"What are you uploading the images for? Is it something that your theme will reference, or something that you want users to have access to and to be able to re-use images that you already posted in their own content?",-1
@Greg Hewgill: Did I mention it above? Or I misunderstood your instruction?,0
"Thanks for the info, this is enlightening. A followup question - with panniers do you find it necessary to use a pair with the content's weight somewhat balanced between the sides?",1
"Tell me, after your uni starts again, will you not be as present again? And when does it get over?",0
"I don't know much about gwt, but if the above methods exist, there should be a function to get the scrollX and scrollY just like in javascript. Then you would combine all of the above to be event.getNativeEvent().getClientY()-image.getElement().getAbsoluteTop()-(document.scrollTop?)",0
"One clarification: are you looking for races to watch, or races to participate in?",0
"If your images are smaller than your threshold, why do you need to run them through ImageMagick with that parameter? Why not just convert them over, or do you require all images to be that exact size?",0
"With `n\k`, do you mean `n/k`, i.e. ""n divided by k""?",0
Very weird indeed. Are there two newlines after each pubDate?,1
Please specify your Drupal version. Have you looked at Migrate module (http://drupal.org/project/migrate)?,-1
"Seeing you back on Wikipedia after a long time. How are you doing, and is everyone you know safe?",1
"Ordinarily, you'd want to do that in the view controller that's presenting the array, typically by allowing the user to edit a table view. Is there a reason you need that responsibility to be shared across two view controller instances?",0
"""Notify when open WiFi access point is found"" is available in stock Android. Is this not what you're talking about?",1
"The link to Sciencedude by Gary Robbins: Obituary of Joel Hedgpeth, which I believe you added, no longer includes the obituary.  Can you up-date the link?",0
I'm not sure I understand your question?  What's the issue you're having??,0
I don't understand what you mean exactly. Isn't that just some kind of minimum spanning tree?,0
is extending pdo a bad thing? I had an independent mysqli class before but I was told better off extending mysqli so I thought it must be the same as pdo??,0
"One the the main reasons I ask for a citation is to learn precisely what is meant by ""the consistency of the reals"".  You haven't heard anything about this, Trovatore, have you?",0
The output you give doesn't tie in at all clearly with the inputs in the second case.  What are you really after?,-1
Good luck on your <url>.  What time is <url> <url>?,1
integer or float? continuous numbers?,-1
"If you are refering to the recent work I have been doing, I think most of it has just been fixing small format errors. Could you do me a favor and let me know what edit I have mistakenly marked as '''m'''inor so that I can watch out for mistakenly labeling such edits as '''m'''inor in the future?",0
<url>? Do the guidelines disapprove of these kinds of dabs?,0
"Are you doing Single Table Inheritance? If so, are you sure you are setting the `type` column properly for StatsParent model?",0
pdfTeX does not alter images. Perhaps post the problematic file somewhere we can get at?,1
Do the writers of the GRE write illogical yet grammatical sentences like this to intentionally trip people up? Or do they really think this way?,1
"So basically, I've come across the edit conflict warning, and I simply copy my text, and paste it to the latest version of the article. I think you are saying that people insert 'edit conflict' to show that if any continuity is broken, it is because the comment was intended for a previous version of the article?",0
Do you want the complete question solved yourself? What exactly is the question here?,-1
"Rod, this guy's ( <url>) talk page as well as the history of vandalism to the <url> page seems to indicate that he's the main perpetrator. Is there some way to ban one particular user from editing a page, based on repeat incidents of vandalism to that page?",0
Is this homework?  Which of these questions are you having problems with?,0
What if you just take the corresponding part from '' fand er sich in seinem Bett zu einem ungeheuren Ungeziefer verwandelt.''?,0
You get a stack overflow exception?  What are the top few calls on the stack at the time?,0
What exactly does connected mean?  If two dots are both on and are adjacent is that one connection?,0
"My god, the code got all mangled. The insert code capability here is atrocious, just mangles the code and leaves out tags... How do I fix this?",-1
"""there is documentation too, if that's your style"" - where can I find the docs? Is it just https://github.com/lucjon/Py-StackExchange/blob/master/README.md ?",-1
"@Paul: The list of operands you can use inside a predicate does not include ""and"", but you're using the comma as if it were an ""and"".  Should we consider ""and"" to be allowable in the definition of a predicate?",-1
"The funny thing is that I thought of commenting something like ""nice idea, too bad no one uses Wave"" but then thought I shouldn't be a jackass, maybe other people do. Turns out I was right the first time, eh?",0
"How do I sign up to volunteer for the Missing TV encyclopedia articles project? Do I just add my name to the list of ""This project is maintained by..."", or something else?",0
@Orko Is black line a moving target for a missile or car's ideal path on racing track? How do you define a success and failure of drawing a red line?,0
"You recently deleted my photograph of Harrington, NSW stating 'blatant copyright infringement', I'm not sure how you came to this conclusion as I took this photograph myself and authorise it for use under a creative commons licence. I'm no expert at Wikipedia and am not sure how to get the photograph back; would you be able to restore the image and the link to it on the Harrington, NSW Wikipedia page?",0
JIT? You mean android Jit? you using jruby in android?,0
"What is the frequency (i.e. is it weekly,monthly, quarterly, annual data) ?",0
"Don't worry, I'm not going to give the new right out to people who'll abuse it. :) Where's the new policy page?",0
"Thanks for blocking this user -- he promptly erased the warnings on his talk page (I put them back).  I guess a block doesn't automatically block the talk page, huh?",1
"How many recipients is ""mass""? Also does it need to be a 3rd-party service?",-1
The tag for deletion on <url> has been on far past the requisite five days. Would you be able to delete it?,0
"Molte grazie, just one last thing, if this is the only source then how I'm supposed to cite it there. Do you have any better way?",0
"It's clear that <url> isnt quite up to GA standards yet, I would like to withdraw my nomination. Can that be done?",0
@Gabi: what is the point of having n greater than say 32 or 64 ? It seems like an arbitrary and unnecessary requirement ?,-1
"I agree with you in that this chapter has no place on <url>, moreover its inclusion there seems highly suspicious. Is there any way to see who added a particular word/sentence/paragraph without manually going through the history?",1
"what is your ""gadget"" built in? and or running on?",0
"I'd be shocked if no one has asked you this yet, but you do an enormous amount of work keeping the bio articles free of vandalism and nonsense as well as filling them up with useful content ;) You seem like you could use a few extra buttons on your toolbar. Are you interested in being nominated for adminship?",1
"Thanks for the help! That info should be on <url> in easy to read form, no?",1
"In every case of the FROM clause you used, the table name is immediately after a 'FROM '. Why not just use that to parse?",0
"Is the taper even along the board, or is it all in the last foot or so?  Is it on all the boards?",0
"I read his note, and you should know that as I responded to it and then you responded to me. So where did the doubt come in regarding that matter?",-1
"Hey, i noiced that the special number in the Quran is 19, and worship is also on the 19th baha'i month. Did i just discover a Baha'i prophecy?",0
"Hi Steph - this would be a fine article, but its already pretty fleshed out - do you have a specific sub-topic regarding propaganda films that you'd like to write about? Have you found some research about propaganda films that you'd like to synthesize?",1
"Well, now you've got me puzzled. If you think he's a sneaky vandal, why did you revert my reversion of his numerical change?",-1
When you deleted <url> did you accidentally overlook the <person> template? Or do you have some reason for ignoring it?,-1
Does it not take just a bit more than someone saying they own it to remove a copyvio? As can be seen I post from Canada and what's to stop me claiming to be <url> and anything published in the <url> can be put on Wikipedia (or something a little more sensible)?,-1
"Yeah, and why don't it try to convert 'abc' to int and add to 1? Apples + Bananas gives you what?",-1
"Lots of books contain prominent claims on one of the first pages along the lines of ""any reproduction of this book blah blah blah is prohibited"", often this is found even on books in the public domain. Am I entering into a binding contract by continuing to read the book?",0
"Aberayron, certainly. But Aberaryron ?",-1
so what is your problem? You don't know how to copy the content?,-1
"Right, I was demonstrating that one could merge <person> with <person>, that option would not appear on players that were not Dual players.  Did anything actually break?",0
"For a single one-off script, for a web project (e.g. Rails, Sinatra, or other) or are you creating utility code that you want available for many scripts?",1
"Thanks for the answer. However I don't have a grill, can I cook it on a pan? Why medium-well is not properly cooked?",1
<url>. I wonder if anyone will actually suspect a conflict of interest?,0
HTML5 is very diverse and can serve many different purposes. What is the main goal of your site?,-1
What have you tried? Can you post the code?,1
What changes are you referring to???,0
"Done, I think. How does that look?",0
"Congratulations, OGoncho! Isn't there a barnstar for things like that?",1
Are you kidding me? Do you even bother to click on <url> to see its fleet?,-1
"@Patric are you willing to share your implementation? And did you actually implemented them ""word by word"" from this particular book?",0
"According to <url>, your ""ban"" is not specifically linked to any amount of time, but rather your effort and results. That said, what exactly do you mean by ""stalked""?",0
"so the airport is in one feature class, and the destination in another feature class? You wish to join all airports to all destinations?",1
"Can you explain what a ""corner"" piece looks like? Should answers consider colour?",0
"Just one more thing: The <url>' logo was re-made as a vector image a little while ago, but the colors (especially the skin), really seem to be off. Can you fix it?",1
"Your <url> give your first edit as on April 9, 2011. Do you have any other account you have not disclosed yet?",-1
Are they tied to specific users or just generic?  Are they grouped in any fashion?,0
"If we have A:[1,2,3], B:[1,2,4] and C:[3,4,5]. Do we first merge A and B to [1,2,3,4] and then merge it with C (because A+B has 2 in common with C while neither A or B has 2 in common with C?",0
"Yeah, but that suggests that pounds alone aren't included.  Also, what would be the corresponding names for the other two templates?",0
LDAP and nfs are two different issues. What about using LDAP for authentication and autofs to automatically mount the home directory via nfs?,1
???,-1
I guess we could but this seems like such a small subset of a problem that I'm sure it could be solved easily enough in the database. Setting up sphinx/solr or any other indexer just seems a bit like overkill?,0
"Hello Erin, and welcome on _Drupal Answers_. To which Drupal version are you interested?",1
How can you not know the length of the array? How will you know that your index is out-of-boundaries?,-1
The above username has been indefinitely banned as a phishing account. Now why would they want my login details...?,0
"Re <url>, can you be more specific? Which IP address or range was blocked?",0
"Thanks for the tip. What is the best way to freeze it, though? I mean, aside from what I make with it when I finally decide to eat it, how do I best store it for another day?",1
Could you expand the abbreviation so it is concretely understood? What is PES?,0
Right now I am doing something like http://pastie.org/898437. Is there some other better way to do the same?,1
"@BoltClock: I'm pretty sure that algorithms are part of the ""programming"" subject. Strictly speaking an algorithm is not a program, of course, but are we really going to throw out all the questions on searching and sorting methods, on the grounds that ""quicksort is an algorithm, it has absolutely nothing to do with programming""?",-1
"Wow, I'm really surprised that the non-dimmable one works on the dimmer at all.  Does it buzz or flicker when you try to dim it?",0
DOM elements don't have names per-se (although some tags such as `input` can have an attribute `name`). Could you elaborate on your requirements?,0
Please elaborate. Does it mean it's planned for Oneiric?,-1
"@rob - Are you trying to clean off dirt, grease, or both? Or possibly sand and road salt?",0
I have added some reliable sources for the article. Can I remove the proposed deletion tag?,0
"Hey, look at this, I don't even know your name! Quel est votre nom, Mademoiselle?",-1
"CIV, I'll grant (and yes, I shouldn't have). But how is it a violation of AGF to say that Stewart suggested the article be vandalized?",-1
"Also, why is this glorious photo of a <url> not used in any articles?  Was there some argument about its copyright status?",-1
Shouldn't every professional programmer be able to do such things? Isn't that part of a being programmer?,-1
The lack of `display_name` is caused by a user not having a display name set in their profile.  Incorrect usernames...  do you have an example of that?,0
Was it prepared on board or was it a commercial product? Was it more like a tea or was it carbonated?,-1
"Bah, I'm a little rusty with compilation theory...
Do you know where the conflict is in your grammar?",0
"Could you specify 'earliest possible records'. 1950, 1900, 1500, ...?",1
I personally don't think templates such as that are that good but this template connects a lot of different categories and articles together to try to grasp a huge subject . Have I made my idea clear?,0
Need more information — Does this happen on other WiFi Access Points? Are your iDevices Jailbroken?,-1
Are you talking about registered thumbnail sizes or you are trying to get arbitrary non-registered size in pixels? Code example please?,0
@Mat is there a NOP for oracle? how can I abort the statements from being executed from within the trigger?,1
"What is receiving the event, the button? What coordinate space do you want the click event's coordinate to be in, the window's, the button's, or some other view's?",0
What are your compression options?  Do you need lossless compression when you split the image up into tiles?,0
Is this a quiz? Do you know what the flaws are?,0
The resulting table shouldn't have that primary key. What provider are you using?,1
"Very well I won't contact you anymore. Geez, whatever happen to the spirit of collaboration?",-1
"Unless I was forcing a developer to work in an unfamiliar language, not only would I not pay for their IDE I wouldn't hire them if they didn't have it already. You going to charge them for your time to install and configure it?",-1
"Since you are using a process supervisor, you should not need pid files. Can you configure apache2 and postgres not to create them?",1
You wouldn't be allowed to ask and post comments if you were not logged in. What kind of programmer are you?,-1
Might get better responses from Stack Overflow (http://www.stackoverflow.com/) - even though this applies to your games it's really programming. In the meantime... Can you not just put the DLLs in the same folder as your executable?,0
Which of course is all the more ironic as my initial edits were an attempt to ''improve'' the article per <url>. Who the hell would have predicted all this?,-1
Good edit on Deuteronomy. I had no idea you took an interest in OT scholarship - not a bit dry after General Macdonald?,0
Should we understand the outermost pair of curly braces `{}` to be a reference to a Perl hash?  Are you just asking how best to format a lengthy hash in Perl?,0
"@Moron : I am not here to get my work done, but to learn better ways from other people, and perhaps help them if I can.   BTW ... Why are YOU wasting your time with that comments?",-1
Can you please help me how can I do that? Whit some code example?,0
"No idea what feature you refer to (don't think it is something native), please elaborate? Also self-hosted WordPress or wordpress.com blog?",-1
"I'm sorry, as this question is written I have no idea what you are actually asking. Can you revise and expand on what you'd like to know?",-1
"You do `global $post`, but at the time `content_save_pre` runs, no `$post` object exists (since you are right before saving it). Could this be your problem?",-1
Well the only plausible explanation was that you reverted to where I removed an extraneous cat (after Homestarmy's edit) and then swapped out a template... but as you're a competent editor that just seemed odd. Is that what indeed occurred?,1
"With respect to your format, I think that all the things listed in the section before the sections should be separated as slang refs, phrases using breaking then the other section that appears.  What do you think?",1
He's gone. Was it something I said?,-1
"Please, add the first part to your post. You mean both players should have the same number of parts of the stick?",1
"I'm also confused as to why the <url> article is linked to the PNG file, but that that file is ""not there"", but seems to redirect in some way to the SVG file. Has the PNG file been changed to SVG and the link from the article not changed?",0
"Yes but making it cross browser will be headache. I have old code somewhere, untested for long time - want me to post it anyway?",1
"Wow, you have a lot of gall, given you removed the West Wing discussion from your Talk Page with the edit summary ""Archiving crap"". Perhaps if your going to make unnecessary comments on people's talk pages, you should hold yourself to the same standard?",-1
"Your question is not very clear, but let's see if I can understand it. What you want is to obtain the `\mathbb` font from the `fourier` package but *without* changing the rest of the fonts?",0
"just a question, why do you keep a list of the digits as booleans ? -have you thought of int_of_string with the right prefix ?- i mean do you need this intermediate data type ?",0
@arthur: Added a more concrete example in Java. How would you accomplish the same thing in Clojure?,0
"I am puzzled that you just deleted the file 'harry potter stamps'. This file seems to have existed for two years without deletion, so perhaps you could explain the grounds for speedy deletion?",-1
"""Initrd requires at least one file system driver be compiled into the kernel"".. I dint get much idea on this. Could you please explain this??",1
"JoJan, not got a picture of one yet, but I notice in you wrote that it is rare. Where did you get that information as I wonder how rare it is?",0
Indeed it should be automatic. Which phone do you have?,1
"Thanks.  Aside from rewrites and creations (which I've no mind for), anything in particular you see that I should focus on, or is it going okay?",1
A hash? You mean a hash trie?,-1
"Not sure I understand the question.  Are you looking for the domain from the `Request` object, user input, a constant, something else?",0
Why not using Fibonacci heap?  Is this homework?,0
@Fishtoaster I'm confused though how to reword it though. What category *is* phpMyAdmin?,0
Nice.  What kind of improvement?,1
"Is your current code snippet working for you? If not, do you have a simple sample config file you could post?",1
"I have been watching the vote page, but I did not even see your proposal.  What were you suggesting?",0
"No, YOU mail OTRS with your translations. What do you have to lose, but the few minutes it would take to put them together with an explanation of the situation?",0
I know what the band Rush is.  I'm just wondering if you were joking or didn't know the user was referring to Rush Limbaugh?,-1
Aren't answers from Kev and papin totally opposite? So what's the truth?,-1
"Despite my best efforts, I've been unable to find the coordinates for the <url>: it's a specific little spot somewhere on a rail line between two villages, 3 miles apart.  Is the ""coord missing"" template appropriate, since they're missing, or is it inappropriate, since I believe that no reliable source has that information?",0
"Is your POST tag variable set?
Is that query returning rows?",0
it is proven that there is no close formula for n>=5. do you mean you are looking for a numerical approximation?,0
"Does `module_x` instantiate the class in its module body? Or later, inside a function or such?",0
"My brain has been scrambled a bit by your sentence: ""Essentially there is no way to distinguish between an object at rest or moving at a constant velocity."" - can you elaborate please?",1
"@btilly. Sounds pretty brute-force :) If that's your proposal, why not writing it in an answer instead of a comment?",0
I haven't uploaded any more to Wiki because they tend to be more detailed and rather more abstruse. Have you had a look at Barry Burnham's book from Oxbow of 2004?,0
I once saw someone touch the (house)radiator to discharge before working inside a PC. Does that really help?,1
"I'm sorry, but I'm really struggling to understand what the problem is. Would you mind rephrasing the text after the first code sample?",1
I tried that..still no use. Is the code I posted in the end better then others ?,0
Can you look at this page <url> and tell me what you think. It has the vandal picture but wasn't edited today?,0
I'm currently considering nominating you for adminship at <url>. Are you interested?,1
How is the copyediting going? Do you still need a copyeditor?,0
what is your current setting ? Top News or Most Recent ?,0
"I was visiting the <url> article again today, and I had the same instinctive reaction to the image, that it is too specific and not representative of all pederastic relationships but only the sexual ones. Would you mind if I changed to something more representative of the practice, like a symposium image?",1
"How much Perl code do you have? (files, total sloc)?",1
"Can you post a bit more context, please? What's in `$query_string` and where do you get it from?",0
No this is security. (what would server fault have to do with injection?),-1
@Foon I just know that to compile in Linux I do gcc or g++ and in Solaris I do cc. Or am I wrong about it?,0
"Just wondering, is there any reason why you removed categories from a number of articles and replaced them with the non-existend <url>. Wouldn't <url> have been the better choice, which, as it appears, is a category you yourself created a few days ago?",-1
I see. How'd you do this time--did you communicate clearly enough to elicit a correct answer?,0
Yes. What other types of images are like logos (cannot be used in templates; only articles)?,0
I have absolutely no idea what you are talking about.  Please be more precise?,-1
"I seeu2014yes, those can easily be changed back. Would you rather I start a fresh discussion about these?",0
Thanks for letting me know.  Is it considered a subspecies?,1
"What do you mean ""log in repeadedly? I just keep clickin' what button?",-1
It needs to be redirected anyone can do that. Is there any information that is in the article that is not in <url>?,0
"Does this happen in one kind of debugging session, or is it random.  For example, if you are trying to debug a running service by attaching to process, or are you just trying to run code in the debugger?",1
What's the point of subfeatures if you can't save them to a file? Is there some other format I can save that preserves subfeatures?,-1
@zobgib: Which regional was this? Can you provide a link to the problem hosted at live archive?,0
@user705414: What platform are you using? Linux/Unix/Windows?,1
Oh I can explain how for you. Do you have a <url> computer?,1
"1. Which Database are using?
2. What is the type of the field?",0
I'm surprised that cauliflower is 4 minutes while broccoli is only 1. Is it because cauliflower is much denser and more tightly packed?,0
where are you seeing this error? Do you have the site set up to login when permission is denied?,-1
Seems all too straightforward - I must be missing something.  The only 'interesting' part is the talk of 'the reverse side of the page' which seems like a bit of irrelevant misdirection - or not?,-1
"I'm not going to get involved in the content dispute. But I'm pleased to see you finally taking this seriously: its no longer ''all in good fun'', perhaps?",-1
"""glug glug glug"" sounds like no air behind water. Have you checked the vents on the roof?",1
"I was rather puzzled by the scattering of Canada stub sub-categories through the several listings pages, and had re-top-sorted a number of them before noticing that they seem to have been ''un''top-sorted by yourself, in considerable numbers.  What's your thinking here?",0
I permit myself to bring your attention about the edits of <url> (16 november) who is removing the name <url> from all the articles of wikipedia. What can be done ?,0
You have given your point by point rebuttals to my reasons several times. How can you say I haven't provided my reasoning?,-1
"In short, based on the sparse information provided by outsiders, I would like to work constructively with you (and others) to whip the article into shape, as its presence seems warranted but the article is unlikely to garner necessary details from random contributors.  What shall I do next?",1
"Hi -i am editing the Juan Martin article with guitar technique information,and user addhoc is deleting all my writing. Please,what do i do about this?",1
Can you estimate what the warmest in-rain air temperature is in which you could or would wear it for an hour?,1
"Ok with you if I play white? I suck so I should go first....and, if you don't agree I will crush you like a mag.... whoa power rush..... Anyway ok with you?",-1
"Feeling tired, stressed, not clear? The talk page for Antractica might be just that (although I have alerted another admin before you) straw on the camels back ?",0
"We need no code to reverse a string. And, who would need a reversed string anyway?",-1
"This question could be compressed to ""How do I define a custom key binding in eclipse?"". Was the eclipse bashing really necessary?",0
`T data;` is fine. You won't want to use `T data = 0;` because you don't know if `T` is an integral type (what if I try to create a `Node<std::string>`?),0
"I see that you closed that CfD discussion as rename, but haven't actually renamed the categories. What's up with that?",-1
"The consequences apparently have no sliding scale? It's either ""you're blocked,"" or you're not?",-1
@Chris Dickson: I just randomly set the length to this as I did now know what length to set it. Should I be doing something different?,0
"I don't know what page you are talking about, as this is your only edit. Did you perhaps have another account?",0
Misrepresenting a person's actions to portray them in a bad light is one of the more common (and transparent) forms of personal attack. Is that your defense for repeatedly violating <url>?,-1
"qsort does sort lines in increasing order, but your definition of ""increasing"" isn't the same as everybody else's.  Why do you think it's more logical to sort strings by length rather than by alphabetical order?",-1
Can you describe your riding position a bit?  Are you sitting fairly upright or really leaned forward in a more aggressive position?,0
"Is it homework? Also, in what language are you trying to implement this?",0
"I agree this is subjective, but on the other hand I think this is a good topic to talk about. Perhaps if we elaborate a bit on the ""why"" part in the answers, it might be generally useful enough?",0
"I'd definitely consider 1 month's semi as an alternative, but with no recent history of protection I'd be reluctant to go beyond that. So... is PC1/3-months OK, or would semi/1-month be better?",0
"Those of us who've been here the whole time are pretty incredulous about it also. :)  We miss your fine editing style and hope you come back sometime -- keep looking in on us now and then, at least?",1
which instances of figure did you change (i.e. which lines)?,0
"@Henk Holterman, I knew someone would tell me this. But what else can I do?",0
Could you clarify this one `Create Menus for Custom Pages` ? Do you mean individual menu areas on some pages or what?,0
"Please be more specific. What exactly do you mean by ""hangs""?",1
Hi. How come <url> can still edit?,0
